ID,Identyfikator API,Nazwa,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Budynku,Numer Lokalu,Email,Telefon,Liczba dzieci,Liczba miejsc,Adres WWW
122,2275/Z,Żłobek Nr 3 KRZYŚ,PODKARPACKIE,Rzeszów,Rzeszów,Rzeszów,ul. Macieja Rataja,6 A,,zlobek3@mzz.resman.pl,177481124,138,153,mzz.resman.pl
123,2309/Z,"NIEPUBLICZNY ŻŁOBEK ""SŁONECZKO""",OPOLSKIE,brzeski,Brzeg,Brzeg,ul. Nysańska,21,,utymkow@gmail.com,609496171,60,60,www.zlobek-sloneczko.pl
124,2329/Z,"Żłobek ""Bajkowa Akademia""",ZACHODNIOPOMORSKIE,goleniowski,Goleniów,Goleniów,ul. Sportowa,4,39,bajkowa-akademia@wp.pl,501317012,0,20,www.bajkowa-akademia.pl
125,2330/Z,"Żłobek ""WESOŁE SMYKI""",ZACHODNIOPOMORSKIE,goleniowski,Goleniów,Goleniów,ul. Polna,3,,joannafurdyna@wp.pl,511500398,21,18,www.wesolesmyki.pl
126,2333/Z,Żłobek Niepubliczny Ekomaluch,WIELKOPOLSKIE,poznański,Komorniki,Plewiska,ul. Grunwaldzka,638,,biuro@przedszkole-ekoludki.pl,502710502,0,5,zlobek-ekomaluch.pl
127,2334/Z,Żłobek Miejski,OPOLSKIE,oleski,Olesno,Olesno,ul. Tadeusza Kościuszki,9,,zlobek@olesno.pl,343582457,105,105,www.zlobekolesno.pl
128,2397/Z,"Żłobek ""Miś Uszatek""",WIELKOPOLSKIE,Poznań,Poznań-Wilda,Poznań-Wilda,ul. Ignacego Prądzyńskiego,16,,misuszatek@zlobekpoznan.pl,663999147,100,100,
129,2398/Z,"Żłobek ""Malinowa Kraina""",WIELKOPOLSKIE,Poznań,Poznań-Nowe Miasto,Poznań-Nowe Miasto,ul. Rataje,166C,lu4,malinowaakraina@gmail.com,535573013,37,37,
130,2405/Z,Niepubliczny Malinowy Żłobek,ZACHODNIOPOMORSKIE,goleniowski,Nowogard,Nowogard,ul. Bohaterów Warszawy,71,,biuro@malinowyzlobek.pl,604873917,35,35,www.malinowyzlobek.pl
131,2412/Z,"Niepubliczny Żłobek ""Stonoga""",ŚLĄSKIE,Dąbrowa Górnicza,Dąbrowa Górnicza,Dąbrowa Górnicza,ul. Przybylaka,14,,BIURO@STONOGA-DG.PL,536263100,16,20,www.stonoga-dg.pl
132,2439/Z,"Żłobek ""Kraina Skrzatów""",OPOLSKIE,krapkowicki,Krapkowice,Krapkowice,ul. Opolska,79,,biuro@krainaskrzatow.eu,607963770,50,56,www.krainaskrzatow.eu
133,2440/Z,Żłobek nr 3,OPOLSKIE,kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle,ul. Piotra Skargi,25,,dyrektorzlobek3@kedzierzynkozle.pl,774832411,93,100,www.zlobek3.szkolnastrona.pl
134,2460/Z,"Żłobek ""Świat Malucha""",OPOLSKIE,nyski,Nysa,Nysa,ul. Bohaterów Warszawy,8,2,meteow@poczta.onet.pl,+48606986777,13,13,www.swiatmalucha.nysa.pl
135,2475/Z,Żłobek Miejski Nr 2 w Świdniku,LUBELSKIE,świdnicki,Świdnik,Świdnik,ul. gen. L. Okulickiego,19,,zzm@oswiata.e-swidnik.pl,737279007,28,28,http://www.zzmswidnik.szkolnastrona.pl/
136,2511/Z,Żłobek i Przedszkole Krasnal Maria Wójcik,MAZOWIECKIE,Radom,Radom,Radom,ul. Bolesława Limanowskiego,31,,zlobek@krasnal.radom.pl,600394419,120,120,www.krasnal.radom.pl
137,2513/Z,Sonia Kotula Klub Malucha Wesołe Maluszki ,ŚLĄSKIE,rybnicki,Czerwionka-Leszczyny,Czerwionka-Leszczyny,ul. Wolności,14a,,zlobek@wesolemaluszki.pl,505534552,20,20,www.wesolemaluszki.pl
138,2517/Z,Niepubliczny Żłobek Bambini,LUBELSKIE,biłgorajski,Biłgoraj,Biłgoraj,ul. Marii Konopnickiej,36,,bambini.za@wp.pl,730832727,28,35,www.bambini.za.pl
139,2423/Z,ŻŁOBEK MIEJSKI Jednostka organizacyjna gminy Bielsko-Biała,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,ul. Kazimierza Brodzińskiego,22,,zlobek@zlobekbielsko.pl,334962180,117,121,www.zlobekbielsko.pl
140,2425/Z,Elfiki z Baśniowej Krainy ,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,ul. Młyńska,25,,biuro@wbasniowejkrainie.pl,697116988,17,30,www.wbasniowejkrainie.pl
141,2433/Z,Miejski Żłobek Nr 1,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,Ełk,ul. Piękna,20,,zlobek@zlobek.elk.pl,877326796,127,152,https://zespolzlobkow.bip.elk.pl
142,2434/Z,Żłobek nr 1,OPOLSKIE,kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle,ul. Filtrowa,13,,zlobek1@kedzierzynkozle.pl,774823454,54,60,http://zlobek1-kozle.pl/
143,2443/Z,"Niepubliczny Żłobek ""SUCHOBOREK""",OPOLSKIE,opolski,Chrząstowice,Suchy Bór,ul. Leśna,9,,zlobek-suchoborek@wp.pl,774592433,27,31,www.suchoborek.szkolnastrona.pl
144,2446/Z,Żłobek Samorządowy w Zdzieszowicach,OPOLSKIE,krapkowicki,Zdzieszowice,Zdzieszowice,ul. Piastów,20,1,zlobek@zlobek.eu,774842630,60,60,www.zlobek.eu
145,2417/Z,"Niepubliczny Żłobek ""Jedyneczka"" Anna Derencz",WARMIŃSKO-MAZURSKIE,olecki,Olecko,Olecko,ul. Wiejska,14A,,jedyneczka_olecko@wp.pl,667308208,66,72,http://jedyneczkaolecko.pl/
146,2470/Z,"Żłobek ""Baśniolandia""",WIELKOPOLSKIE,poznański,Komorniki,Komorniki,ul. ks. Gładysza,10,,usarewicz@onet.eu,500032013,28,30,www.basniolandia.pl
147,2485/Z,"Niepubliczny Żłobek ""Smerfna Chatka""  ul. Kolska 9",KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,ul. Kolska,9,,h.zdrojewska@interia.pl,505116427,18,30,www.smerfmachata.com
148,2520/Z,"Żłobek ""Kraina Baśni""",WIELKOPOLSKIE,gostyński,Gostyń,Gostyń,ul. Mostowa,9,,ewaweremko@wp.pl,606344826;607684878,73,82,zlobekkrainabasni.pl
149,2441/Z,Żłobek nr 6,OPOLSKIE,kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle,ul. 1 Maja,7,,dyrektorzlobek6@kedzierzynkozle.pl,774833734,89,97,www.zlobeknr6.pl
150,2467/Z,"Niepubliczny żłobek ""Kraina Talentów""",WIELKOPOLSKIE,poznański,Komorniki,Komorniki,ul. Poznańska,89,,krainatalentow89@gmail.com,505133982,0,0,
151,11422/Z,NIEPUBLICZNY ŻŁOBEK WESOŁA SOWA MONIKA DOMŻALSKA,OPOLSKIE,brzeski,Brzeg,Brzeg,ul. Wojska Polskiego,2 - 4,,ZLOBEK.WESOLASOWA@GMAIL.COM,797582838,53,48,www.wesolasowa.eu
152,2478/Z,Żłobek publiczny,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,ul. Żytnia,80,,zytnia@zlobkimiejskiewloclawek.pl,542338235,63,63,www.bip.zlobkimiejskiewloclawek.lo.pl
153,2525/Z,Żłobek Miejski Nr 1,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Zbigniewa Herberta,2B,,zlobek1@zzm.olsztyn.eu,895419986,91,90,zlobek1.pl
154,2527/Z,Żłobek Miejski Nr 3,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Maurycego Mochnackiego,37,,zlobek3@zzm.olsztyn.eu,895272476,82,90,zzm.olsztyn.e-bip.pl
155,2528/Z,"Żłobek Miejski nr 1 ""Krasnal""",DOLNOŚLĄSKIE,polkowicki,Polkowice,Polkowice,ul. Spółdzielcza,3,,administracja@zlobek.polkowice.pl,767498700,185,185,www.zlobek.polkowice.pl
156,2529/Z,Żłobek Miejski Nr 4,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Stanisława Wyspiańskiego,2,,zlobek4@zzm.olsztyn.eu,895260296,94,105,zlobek4.pl
157,2530/Z,Niepubliczny Żłobek Urwis,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Franciszka Barcza,48,10L,urwis@przedszkole-urwis.olsztyn.pl,693458184,28,40,przedszkole-urwis.olsztyn.pl
158,2409/Z,"Niepubliczny Żłobek ""Madagaskar Klub Malucha""",MAŁOPOLSKIE,nowotarski,Rabka-Zdrój,Rabka-Zdrój,ul. Orkana,4,,madagaskarklubm@gmail.com,886636185,30,30,
159,2458/Z,"Żłobek Miejski ""Słoneczko"" ",LUBELSKIE,Chełm,Chełm,Chełm,ul. Wolności,8,,sloneczko@zzmchelm.pl,825638262,70,80,www.zlobeksloneczkochelm.szkolnastrona.pl
160,2466/Z,Z innej Bajki,WIELKOPOLSKIE,poznański,Komorniki,Komorniki,ul. Pocztowa,33,,kontakt@zinnejbajki.com.pl,509125920,16,30,www.zinnejbajki.com.pl
161,2526/Z,Żłobek Miejski Nr 2,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Żołnierska,47,,zlobek2@zzm.olsztyn.eu,895334816,61,63,zzm.olsztyn.e-bip.pl
162,2532/Z,Pozytywne Smerfy,POMORSKIE,bytowski,Bytów,Bytów,ul. 1-go Maja,5,1,klaudia7770@onet.pl,784061084,15,15,
163,2535/Z,Żłobek Chatka Puchatka,POMORSKIE,bytowski,Bytów,Rzepnica,ul. Jana Styp-Rekowskiego,76,,natalia.galikowska@wp.pl,509545441,15,15,
164,2538/Z,"Miejski Żłobek w Dęblinie ""Raj Malucha""",LUBELSKIE,rycki,Dęblin,Dęblin,ul. Pułkownika pilota Jerzego Rogowskiego,5a,,zlobek.deblin@wp.pl,818801197,102,117,http://www.zlobekdeblin.szkolnastrona.pl/
165,2540/Z,Żłobek Miejski,ŚLĄSKIE,Siemianowice Śląskie,Siemianowice Śląskie,Siemianowice Śląskie,ul. Alfonsa Zgrzebnioka,36,,kontakt@zlobekmiejski-siemce.pl,322283768,128,131,http://www.zlobeksiemianowice.com/
166,2414/Z,"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie",PODKARPACKIE,Krosno,Krosno,Krosno,ul. Mirandoli Pika,3,,sekretariat@zmkrosno.pl,134743980,125,125,zmkrosno.pl
167,9383/Z,"Niepubliczny Żłobek ""Fiku Miku""",OPOLSKIE,Opole,Opole,Opole,ul. Kielecka,1,,kontakt@fikumiku.opole.pl,515191537,29,36,fikumiku.opole.pl
168,2435/Z,"Żłobek ""Świat do 3 lat"" Anna Gawinek",OPOLSKIE,krapkowicki,Krapkowice,Krapkowice,os. Osiedle Sady,1,,biuro@swiatdo3lat.pl,608308868,23,30,www.swiatdo3lat.pl
169,2438/Z,"Żłobek ""Bajkowa Kraina""",OPOLSKIE,krapkowicki,Krapkowice,Krapkowice,ul. Księdza Duszy,1,,venazoz@o2.pl,774465961,58,58,www.bajkowa-kraina.opole.pl
170,2449/Z,"Żłobek Miejski nr 1 ""Jedyneczka"" w Nysie",OPOLSKIE,nyski,Nysa,Nysa,ul. Janusza Kusocińskiego,2,-,z1@gzo.nysa.pl,774353686,96,98,www.zlobeknr1nysa.szkolnastrona.pl
171,2469/Z,Żłobek Żabulinki,WIELKOPOLSKIE,poznański,Komorniki,Plewiska,ul. Południowa,81,,zabulinki@zabulinki.pl,"663916587,609317314",19,16,www.zabulinki.pl
172,2448/Z,Żłobek Miejski z Oddziałami Żłobkowymi,LUBELSKIE,puławski,Puławy,Puławy,ul. Juliusza Słowackiego,5A,,zlobek@um.pulawy.pl,814586380,190,224,www.zlobekmiejski.um.pulawy.pl
173,9067/Z,"Żłobek Niepubliczny ,,Kraina Uśmiechu”                               ",MAZOWIECKIE,Warszawa,Warszawa - Białołęka,Warszawa - Białołęka,ul. Myśliborska,42,,info@krainausmiechu.edu.pl,694388425,0,39,http://www.krainausmiechu.edu.pl/o-nas/zlobek
174,2456/Z,Żłobek Miejski nr 2 w Nysie,OPOLSKIE,nyski,Nysa,Nysa,ul. Grodkowska,30,-,z2@gzo.nysa.pl,603064313,72,72,www.zlobek2.nysa.pl
175,2461/Z,Żłobek Miejski „Skarbiec Skrzata”,LUBELSKIE,Biała Podlaska,Biała Podlaska,Biała Podlaska,ul. Janowska,22,,zlobek.bp@org.bialapodlaska.pl,833416423,146,146,www.zlobek.bialapodlaska.pl
176,2476/Z,Żłobek Miejski Nr 1,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Walerego Wróblewskiego,50,,zm1gorzow@interia.eu,502900648,95,100,zlobek1-gorzow.pl
177,2479/Z,Żłobek Miejski Nr 3,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Słoneczna,10,,zm3@interia.eu,573001930,115,115,http://zlobek3gorzow.pl/
178,2480/Z,Żłobek publiczny,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,ul. Kaliska,106,,kaliska@zlobkimiejskiewloclawek.pl,542349470,32,32,www.bip.zlobkimiejskiewloclawek.lo.pl
179,2481/Z,"Żłobek Niepubliczny ""A KU-KU""",LUBELSKIE,Lublin,Lublin,Lublin,ul. Ludwika Hirszfelda,23A,,marlena.grabowska6@wp.pl,780184107,14,17,zlobekakuku.edu.pl
180,2482/Z,KLUB RADOSNEGO BOBASA,DOLNOŚLĄSKIE,wrocławski,Czernica,Chrząstawa Mała,ul. Świerkowa,4,,klubradosnegobobasa@gmail.com,669367457,10,11,
181,2491/Z,"Żłobek, ""Kolorowe Motyle""",LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Jana Dekerta,53,,kasia@kolorowemotyle.pl,884766488,16,16,www.kolorowemotyle.pl
182,2572/Z,Żłobek Miejski w Zawierciu,ŚLĄSKIE,zawierciański,Zawiercie,Zawiercie,ul. Marszałkowska,28c,,zlobekzawiercie@zawiercie.eu,326722234,149,176,
183,2579/Z,ŻŁOBEK MIEJSKI W CZECHOWICACH-DZIEDZICACH,ŚLĄSKIE,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,ul. Targowa,6,-,sekretariat@zlobek-czechowice.pl,322114789,72,72,www.zlobek-czechowice.pl
184,2581/Z,"Klub Malucha ""MOTYLEK""",ŚLĄSKIE,cieszyński,Zebrzydowice,Zebrzydowice,ul. Wyzwolenia,14,,klubmotylek@o2.pl,694221348,16,16,www.klubmotylek.pl
185,2582/Z,Klub Dziecięcy CALINECZKA,OPOLSKIE,opolski,Popielów,Popielów,ul. Brzeska,23c,,jan.szpajcher@tlen.pl,696112700,13,20,
186,9610/Z,"Żłobek ""Małe Szczęścia",MAZOWIECKIE,Warszawa,Warszawa - Praga-Północ,Warszawa - Praga-Północ,ul. Jagiellońska,62,,maleszczescia62@gmail.com,502748327,22,15,http://www.maleszczescia.edu.pl 
187,2574/Z,"""Tęcza"" s.c. Katarzyna Jurkowska, Marzena Kaczor, Bernadetta Tiszer Żłobek TUPTUSIE",WIELKOPOLSKIE,śremski,Śrem,Śrem,ul. Leopolda Okulickiego,3,,tecza2014@wp.pl,502412660,30,40,www.tuptusie.eu
188,2583/Z,"""Wyspa Malucha""",ZACHODNIOPOMORSKIE,policki,Kołbaskowo,Przecław,,101,,info@wyspamalucha.edu.pl,913117171,33,36,www.wyspamalcha.edu.pl
189,2593/Z,Żłobek Miejski w Rudzie Śląskiej,ŚLĄSKIE,Ruda Śląska,Ruda Śląska,Ruda Śląska,ul. 1 Maja,286,,administracjazespol@zlobekruda.pl,322407978,45,45,https://zlobekruda.pl/
190,2558/Z,"Żłobek Akademii Przed-Szkolnej ,,Skrzat"" ul. Korfantego 17",ŚLĄSKIE,Mysłowice,Mysłowice,Mysłowice,ul. Wojciecha Korfantego,17,,elaprzybytek@wp.pl,501128659,24,30,skrzat.neotrix.pl
191,2584/Z,Żłobek Miejski w Piekarach Śląskich,ŚLĄSKIE,Piekary Śląskie,Piekary Śląskie,Piekary Śląskie,ul. Marii Curie-Skłodowskiej,106,,zlobek.biuro@piekary.pl,322883876,80,80,www.zlobek.piekary.pl
192,8774/Z,"KLUB DZIECIĘCY ""NIEDŹWIADEK""",ŁÓDZKIE,zgierski,Ozorków,Ozorków,ul. Stanisława Wigury,7A,,mp1ozorkow@wikom.pl,427103176,30,30, www.mp1ozorkow.wikom
193,8776/Z,Żłobek Ogrody Montessori - filia Jeżyce,WIELKOPOLSKIE,Poznań,Poznań-Jeżyce,Poznań-Jeżyce,ul. Polna,13a,1,jezycezlobek@ogrodymontessori.pl,+48602645020,40,59,www.ogrodymontessori.pl
194,11998/Z,"Żłobek Miejski ""Akademia Małego Odkrywcy""",LUBELSKIE,Biała Podlaska,Biała Podlaska,Biała Podlaska,ul. Leszczynowa,16,,akademiamalegoodkrywcy.bp@org.bialapodlaska.pl,833416739,75,75,www.zlobek.bialapodlaska.pl
195,2615/Z,Zielone wzgórze,ŚLĄSKIE,Jaworzno,Jaworzno,Jaworzno,ul. Insurekcji Kościuszkowskiej,58,,kontakt@zlobekzielonewzgorze.pl,604234510,14,15,www.zlobekzielonewzgorze.pl
196,2617/Z,Żłobek Miejski nr 1 w Wodzisławiu Śląskim,ŚLĄSKIE,wodzisławski,Wodzisław Śląski,Wodzisław Śląski,os. Osiedle XXX Lecia,61,,zlobekmiejski01@wp.pl,324450438,50,50,www.zlobek.wodzislaw-slaski.pl
197,9102/Z,"Żłobek ""Olkuskie smerfy""",MAŁOPOLSKIE,olkuski,Olkusz,Olkusz,ul. Zygmunta Krasińskiego,2A,,frowis@wp.pl,727616661,6,30,
198,9147/Z,"Niepubliczny ""Tęczowy Klub Malucha""",MAŁOPOLSKIE,krakowski,Krzeszowice,Krzeszowice,ul. Trzebińska,52,,info.teczowe-przedszkole@wp.pl,535900911,19,20,www.teczowe-przedszkole.com
199,2610/Z,Żłobek Miejski Nr 1 Integracyjny w Białymstoku,PODLASKIE,Białystok,Białystok,Białystok,ul. Wesoła,10,,zlobek1@um.bialystok.pl,857423110,141,141,www.zlobek1bialystok.pl
200,9589/Z,"Dom Rozwoju Malucha ""Promyczek""",WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Ludwika Zamenhofa,1,39,zlobek@domrozwojumalucha.pl,669982999,25,20,http://www.domrozwojumalucha.pl
201,2622/Z,"Centrum Zabawy i Rozwoju ""ELFIK""",ŚLĄSKIE,Sosnowiec,Sosnowiec,Sosnowiec,ul. Prosta,12a,,info@elfik.pl,604472570,48,50,www.elfik.pl
202,2623/Z, Niepubliczny Żłobek ALADYN  ,ŚLĄSKIE,tarnogórski,Świerklaniec,Świerklaniec,ul. Tarnogórska,101,,biuro@przedszkolealadyn.pl,797847101,24,36,http://www.przedszkolealadyn.pl
203,9591/Z,Żłobek KOGUT,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Zofii Nałkowskiej,11,,m.walczak@przedszkolekogut.pl,504404080,0,20,www.przedszkolekogut.pl
204,9590/Z,"Prywatny Żlobek ""Jarzębinka""",WIELKOPOLSKIE,poznański,Swarzędz,Paczkowo,ul. Sokolnicka,31,,biuro@jarzebinkapaczkowo.pl,575505411,21,21,www.jarzebinkapaczkowo.pl
205,9592/Z,Prywatny Żłobek Słoniki,WIELKOPOLSKIE,poznański,Swarzędz,Gruszczyn,ul. Swarzędzka,59,,info@sloniki.pl,577755141,42,104,wwww.sloniki.pl
206,2636/Z,"Niepubliczny Żłobek""KRAINA MALUCHA""",ŚLĄSKIE,Sosnowiec,Sosnowiec,Sosnowiec,ul. Gwiezdna,24,,krainamalucha.olimpiapytel@gmial.com,781061981,26,26,www.zlobekkrainamalucha.com.pl
207,2625/Z,"Niepubliczny Żłobek ""Calineczka""",ŚLĄSKIE,Sosnowiec,Sosnowiec,Sosnowiec,ul. Bracka,18,,www.przedszkolecalineczka@onet.pl,667577272,19,33,www.przedszkolecalineczka.pl
208,11102/Z,WidziMisie,WIELKOPOLSKIE,poznański,Tarnowo Podgórne,Tarnowo Podgórne,ul. Kalinowa,5,,widzimisiedladzieci@o2.pl,506176041,40,40,widzimisiedladzieci.com.pl
209,2631/Z,ŻŁOBEK MONTESSORI,ŁÓDZKIE,Łódź,Łódź-Śródmieście,Łódź-Śródmieście,ul. Stefana Jaracza,68,,biuro@zlobek-montessori.pl,693116248,37,45,www.zlobek-montessori.pl
210,2632/Z,"ŻŁOBEK PROZDROWOTNY ""UŚMIECH MALUCHA""",ŁÓDZKIE,Łódź,Łódź-Bałuty,Łódź-Bałuty,ul. Włościańska,13,,zlobeklodz@o2.pl,535303053,43,49,https://www.pomaranczowe-przedszkole.pl/zlobek-usmiech-malucha
211,2633/Z,"Niepubliczny Żłobek ""BOBO""",ŚLĄSKIE,Sosnowiec,Sosnowiec,Sosnowiec,ul. Kukułek,47,,biuro@bobo-zlobek.pl,697729413,45,66,www.bobo-zlobek.pl
212,2634/Z,MOTYLEK,ŁÓDZKIE,Łódź,Łódź-Polesie,Łódź-Polesie,ul. Trójskok,9,,dorotasala@interia.pl,507289607,22,30,http://klubmotylek.com.pl/
213,2638/Z,"Niepubliczny Żłobek ""Bajkowe Ludki""",WIELKOPOLSKIE,Leszno,Leszno,Leszno,ul. Święciechowska,6,,biuro-bajkoweludki@wp.pl,662676819,53,74,
214,2542/Z,Żłobek Elfik Spółka z ograniczoną odpowiedzialnością ,ŚLĄSKIE,raciborski,Racibórz,Racibórz,ul. ks. Józefa Londzina,16,3,kontakt@zlobek-elfik.pl,533307009,48,48,www.zlobek-elfik.pl
215,2552/Z,Żłobki Miejskie,ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Stefana Żeromskiego,26a,,sekretariat@zm.gliwice.eu,322370820,111,111,www.zlobki.gliwice.pl
216,2559/Z,Żłobek Miejski w Kętrzynie ,WARMIŃSKO-MAZURSKIE,kętrzyński,Kętrzyn,Kętrzyn,ul. Obrońców Westerplatte,16,,dyrektor.malinka.ketrzyn@gmail.com,897512466,60,60,malinka-ketrzyn.edupage.org
217,2596/Z,"Żłobek ""Małe Jagódki"" w Tczewie ",POMORSKIE,tczewski,Tczew,Tczew,ul. Al. Zwycięstwa,6,,katarzynamarut@wp.pl,518363400,24,24,
218,2565/Z,"Prywatny Klub Dziecięcy ""Ranczo bobasa""",ŚLĄSKIE,bielski,Kozy,Kozy,ul. Bławatków,26,,basia@ranczobobasa.pl,512912370,36,25,www.ranczobobasa.pl
219,2569/Z,"Całodobowa Opieka Dziecięca BABY DREAM Marzena Sójka, Paweł Borowski s.c.",WIELKOPOLSKIE,śremski,Śrem,Śrem,ul. Jacka Malczewskiego,8,8,babydreamsrem@o2.pl,690323996,60,60,zlobeksrem.pl
220,2570/Z,KLUB MALUCHA BAJKOWY ŚWIAT RENATA CEREKWICKA,WIELKOPOLSKIE,śremski,Śrem,Śrem,ul. Wacława Adamskiego,1,,biuro@bajkowyswiat.net,693277080,53,95,bajkowyswiat.net
221,2590/Z,Żłobek Montessori,WIELKOPOLSKIE,poznański,Rokietnica,Rokietnica,ul. Trakt Napoleoński,41,,soszynska.kamila@gmail.com,733755911,49,60,brak
222,2597/Z,"Żłobek Miejski ""Misiakowo"" w Rudzie Śląskiej",ŚLĄSKIE,Ruda Śląska,Ruda Śląska,Ruda Śląska,ul. Kościelna,35,,administracjazespol@zlobekruda.pl,323400175,45,45,https://zlobekruda.pl/
223,2807/Z,Żłobek Miejski Nr 2,WARMIŃSKO-MAZURSKIE,Elbląg,Elbląg,Elbląg,ul. Adama Asnyka,4,,zlobek2@elblag.eu,556258270,110,110,
224,8775/Z,Żłobek Muzyczny AQQ,DOLNOŚLĄSKIE,Wrocław,Wrocław-Krzyki,Wrocław-Krzyki,ul. Jeździecka,4,2,INFO@AQQCENTRUM.PL,512938308,11,15,AQQCENTRUM.PL
225,12349/Z,"Żłobek Niepubliczny ""Kraina Marzeń""",OPOLSKIE,Opole,Opole,Opole,ul. Chabrów,50a,,chabry@krainamarzen.pl,730221258,61,95,www.krainamarzen.pl
226,2810/Z,ŻŁOBEK W NICWAŁDZIE,KUJAWSKO-POMORSKIE,grudziądzki,Gruta,Nicwałd,,60,,r.kurkus@gruta.pl,564631014,25,25,
227,2813/Z,Kacperek - Żłobek Ewa Chojnacka,MAZOWIECKIE,Radom,Radom,Radom,ul. Jana III Sobieskiego,1,4U,kacperek.radom@op.pl,502353987,54,54,www.kacperek.radom.pl
228,2821/Z,"KLUB ROZWOJU MALUCHA ""U TYGRYSKA""",WARMIŃSKO-MAZURSKIE,Elbląg,Elbląg,Elbląg,ul. Michała Kajki,7,,zlobek@utygryska.com.pl,515261070,20,20,
229,2844/Z,Klub Małych Odkrywców,PODLASKIE,Białystok,Białystok,Białystok,ul. Podlaska,17A,,zlobek@maliodkrywcy.org,857102401,33,84,www.maliodkrywcy.org
230,2681/Z,"Żłobek ""BAJKA""",ŚWIĘTOKRZYSKIE,jędrzejowski,Jędrzejów,Jędrzejów,ul. Krótka,4,,zlobekbajka@op.pl,504707969,22,28,www.zlobekbajka.pl
231,2688/Z,Żłobek Miejski,WIELKOPOLSKIE,międzychodzki,Międzychód,Międzychód,ul. Ignacego Daszyńskiego,21,,zlobek.dyrektor@oswiata-miedzychod.pl,957483446,60,60,
232,4083/Z,Miejski Zespół Żłobków Żłobek Nr 1,ŁÓDZKIE,Łódź,Łódź-Śródmieście,Łódź-Śródmieście,ul. Henryka Sienkiewicza,9,,zlobek1@mzz.lodz.pl,+48515062496,41,40,http://www.mzz.lodz.pl
233,2905/Z,"Żłobek ""Tęcza"" Barbara Kirpsza",PODLASKIE,Białystok,Białystok,Białystok,ul. Sienkiewicza,90,31,zlobek-tecza@wp.pl,518105986,14,14,www.zlobektecza.pl
234,2660/Z,Żłobek Puchatek,POMORSKIE,Sopot,Sopot,Sopot,ul. Armii Krajowej,58,,biuro@zlobekpuchatek.pl,585511088,68,84,www.zlobekpuchatek.pl
235,2671/Z,Żłobek nr 6 Koszałek Opałek,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Józefa Wassowskiego,7,,koszalek@zlobki.gda.pl,583410442,58,58,www.zlobki.gda.pl
236,2682/Z,"""Akademia Malucha"" Żłobek w Spręcowie",WARMIŃSKO-MAZURSKIE,olsztyński,Dywity,Spręcowo,,2,,a.pieczkowska@o2.pl,512298444,15,28,
237,2687/Z,Klub dziecięcy Mały Żuczek,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Aleksandra Dulin'a,3,4,ninnnaaa@wp.pl,508754233,15,15,malyzuczek.pl
238,2665/Z,Żłobek nr 2 Kasztanek ,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Piastowska,92,,kasztanek@zlobki.gda.pl,585531681,95,95,www.zlobki.gda.pl
239,2674/Z,Żłobek nr 9 Guliwer ,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Racławicka,8,,guliwer@zlobki.gda.pl,583412479,67,67,www.zlobki.gda.pl
240,2727/Z,Żłobek Miejski Nr 1 w Gnieźnie,WIELKOPOLSKIE,gnieźnieński,Gniezno,Gniezno,ul. Tadeusza Kościuszki,21,,zlobek.gniezno@data.pl,614263830,114,130,zlobek.gniezno.pl
